"lemma","lemma_key","seed_class","revised_class","category_source","personhood_profile","anchor_recommendation","notes","anchor_bucket","prob_pronoun","prob_determinative","predicted_class","boundary_uncertainty","mean_jaccard_to_pronoun_anchors","mean_jaccard_to_determinative_anchors","distance_advantage_pronoun","nearest_pronoun_anchor","nearest_pronoun_distance","nearest_determinative_anchor","nearest_determinative_distance","mds1","mds2"
"mine","mine","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.585853761878675,0.414146238121325,"pronoun",0.828292476242649,0.49772024228779,0.756584387462364,0.258864145174574,"ours",0.102564102564103,"these",0.545454545454545,0.31903990807297,0.125454093958212
"my","my","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.574419797652217,0.425580202347783,"pronoun",0.851160404695567,0.624688074407874,0.811638670153263,0.186950595745389,"our",0.0769230769230769,"us_det",0.604651162790698,0.222124083283171,0.343236583618391
"myself","myself","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.595082925246894,0.404917074753106,"pronoun",0.809834149506212,0.569894837959576,0.823006497582711,0.253111659623135,"herself",0.129032258064516,"somebody",0.714285714285714,0.343329883307706,-0.216218621284451
"one_pron","one_pron","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.470242875026891,0.529757124973109,"determinative",0.940485750053782,0.707760943220057,0.794365028999615,0.0866040857795581,"you_pron_sing",0.529411764705882,"someone",0.580645161290323,0.127175606571205,-0.155928416436909
"one_s","one_s","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.53486125762143,0.46513874237857,"pronoun",0.93027748475714,0.631058243522896,0.778336666379113,0.147278422856217,"its",0.421052631578947,"some",0.630434782608696,0.161679661013504,0.0928648728787966
"oneself","oneself","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.517378452156568,0.482621547843432,"pronoun",0.965243095686864,0.698064484701557,0.825733418411598,0.127668933710042,"himself",0.4375,"someone",0.61764705882353,0.17402495866984,-0.298016401809083
"their_sing","their_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.579721625301102,0.420278374698898,"pronoun",0.840556749397796,0.612985603290562,0.804404820869952,0.19141921757939,"their_plur",0.0526315789473685,"us_det",0.644444444444444,0.224505774013791,0.322001269999389
"theirs_sing","theirs_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.608714496553107,0.391285503446893,"pronoun",0.782571006893786,0.525815410401166,0.776335702820247,0.250520292419081,"theirs_plur",0.0526315789473685,"these",0.565217391304348,0.314049659653015,0.0917168806332825
"their_plur","their_plur","pronoun","pronoun","matrix_clean_seed","gender_neutral","retain","","clear_pronoun_anchor",0.562365434769403,0.437634565230597,"pronoun",0.875269130461194,0.636005377887559,0.804518773005455,0.168513395117895,"their_sing",0.0526315789473685,"these",0.638297872340426,0.192324062370215,0.33926149866812
"theirs_plur","theirs_plur","pronoun","pronoun","matrix_clean_seed","gender_neutral","retain","","clear_pronoun_anchor",0.591712373506544,0.408287626493456,"pronoun",0.816575252986911,0.548845219798036,0.775781769373798,0.226936549575763,"theirs_sing",0.0526315789473685,"these",0.545454545454545,0.285117543654934,0.100430229546694
"them_sing","them_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.596657642994407,0.403342357005593,"pronoun",0.806684714011187,0.558765801892864,0.81974310864452,0.260977306751656,"them_plur",0.212121212121212,"that",0.619047619047619,0.373035877558249,0.00288740746259687
"them_plur","them_plur","pronoun","pronoun","matrix_clean_seed","gender_neutral","retain","","clear_pronoun_anchor",0.593099324485511,0.406900675514489,"pronoun",0.813801351028979,0.579544547062195,0.810839900181496,0.231295353119301,"them_sing",0.212121212121212,"those",0.538461538461538,0.327867183553855,0.106211130570798
"themself","themself","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.590251615371294,0.409748384628706,"pronoun",0.819496769257412,0.588819357609716,0.825218881734222,0.236399524124506,"themselves",0.15625,"that",0.711111111111111,0.321111119781357,-0.225470007302735
"themselves","themselves","pronoun","pronoun","matrix_clean_seed","gender_neutral","retain","","clear_pronoun_anchor",0.587548998221823,0.412451001778177,"pronoun",0.824902003556354,0.58654841257703,0.813346657233105,0.226798244656075,"themself",0.15625,"those",0.642857142857143,0.301741520212757,-0.123400053297411
"they_sing","they_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.577537868051515,0.422462131948485,"pronoun",0.84492426389697,0.589766437460426,0.838486564928558,0.248720127468131,"they_plur",0.222222222222222,"that",0.707317073170732,0.354414100872271,-0.0472291657545752
"they_plur","they_plur","pronoun","pronoun","matrix_clean_seed","gender_neutral","retain","","clear_pronoun_anchor",0.564531167079583,0.435468832920417,"pronoun",0.870937665840835,0.604692056189911,0.824971088781363,0.220279032591452,"they_sing",0.222222222222222,"those",0.621621621621622,0.308716384572097,0.0665582908606644
"we_pron","we_pron","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.567380315334028,0.432619684665972,"pronoun",0.865239369331944,0.574068168748528,0.812674390917504,0.238606222168976,"I",0.285714285714286,"we_det",0.484848484848485,0.338864750120384,0.0836643393477644
"us_pron","us_pron","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.574518314908243,0.425481685091757,"pronoun",0.850963370183514,0.558165212330318,0.794410471912327,0.236245259582009,"you_pron_plur",0.27027027027027,"us_det",0.485714285714286,0.343016772767741,0.106779928222589
"our","our","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.581230997904826,0.418769002095174,"pronoun",0.837538004190348,0.616219584354887,0.811343973146065,0.195124388791178,"my",0.0769230769230769,"us_det",0.581395348837209,0.233838850576131,0.334776208735969
"ours","ours","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.609832950484614,0.390167049515386,"pronoun",0.780334099030772,0.516351416397868,0.774291517437092,0.257940101039224,"mine",0.102564102564103,"these",0.595744680851064,0.327008197558971,0.0919997560075803
"ourselves","ourselves","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.607139583360525,0.392860416639475,"pronoun",0.78572083327895,0.579396092724432,0.8270207156757,0.247624622951268,"myself",0.181818181818182,"us_det",0.714285714285714,0.343746908258088,-0.168381502681035
"what_pron","what_pron","pronoun","determinative","user_instruction_wh_never_pronouns","non_personal_if_pro_form__neutral_with_overt_head","exclude","Seed row encoded pronoun use, but the lexical item is treated as determinative throughout. Keep this compatibility row out of clear anchors to avoid double counting.","excluded_item",0.415760328637613,0.584239671362387,"determinative",0.831520657275226,0.73893142433628,0.73807690330228,-0.0008545210340003,"who_int",0.48780487804878,"everything",0.6,-0.0470820328050304,-0.0978252029965814
"whatever_pron","whatever_pron","pronoun","pronoun","matrix_clean_seed","non_personal_general","review","","review_item",0.386834076887435,0.613165923112565,"determinative",0.773668153774869,0.766725918171613,0.740732259206917,-0.0259936589646961,"whoever",0.525,"everything",0.571428571428571,-0.0902588770091251,-0.141810928156808
"which_rel_pron","which_rel_pron","pronoun","determinative","user_instruction_which_is_determinative","non_personal_if_pro_form__neutral_with_overt_head","exclude","Seed row encoded pronoun use, but the lexical item is treated as determinative throughout. Keep this compatibility row out of clear anchors to avoid double counting.","excluded_item",0.395664112806308,0.604335887193692,"determinative",0.791328225612616,0.779163219385391,0.762894743318421,-0.0162684760669703,"whose_rel",0.5,"which_rel_det",0.555555555555556,-0.0705598103166106,0.10783570293522
"who_int","who_int","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.53750064966755,0.46249935033245,"pronoun",0.924998700664899,0.639903954377224,0.775898563195382,0.135994608818158,"whom_int",0.181818181818182,"anybody",0.642857142857143,0.136317345449711,-0.0903756903328469
"who_rel","who_rel","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.519705205447922,0.480294794552078,"pronoun",0.960589589104156,0.659809004306818,0.817982516042305,0.158173511735486,"whom_rel",0.217391304347826,"we_det",0.625,0.187590272052302,0.0530609305000122
"whom_int","whom_int","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.556161089154199,0.443838910845801,"pronoun",0.887677821691602,0.645501673175268,0.799883225347498,0.154381552172231,"who_int",0.181818181818182,"everybody",0.673913043478261,0.173954756317618,-0.102778367200453
"whom_rel","whom_rel","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.538676097760874,0.461323902239126,"pronoun",0.922647804478251,0.69329332938887,0.857925037108116,0.164631707719246,"who_rel",0.217391304347826,"us_det",0.696969696969697,0.20982061273241,0.00675427350425342
"whose_int","whose_int","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.544399698176052,0.455600301823948,"pronoun",0.911200603647896,0.623788891996485,0.759766167655799,0.135977275659314,"whoever_s",0.317073170731707,"anybody",0.6,0.122549234557909,-0.0193049188784348
"whose_rel","whose_rel","pronoun","pronoun","matrix_clean_seed","gender_neutral","retain","","clear_pronoun_anchor",0.522005386745154,0.477994613254846,"pronoun",0.955989226509692,0.701140938099131,0.828786093973933,0.127645155874802,"who_rel",0.346153846153846,"some",0.72093023255814,0.126089567931363,0.0716698332150653
"whoever","whoever","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.537430995848443,0.462569004151557,"pronoun",0.925138008303114,0.662472826988767,0.801598849426225,0.139126022437458,"whosoever",0.129032258064516,"anybody",0.609756097560976,0.143793018980022,-0.161665970657781
"whoever_s","whoever_s","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.544802201594835,0.455197798405165,"pronoun",0.91039559681033,0.645770777639639,0.788691628000479,0.142920850360839,"whosoever_s",0.0588235294117647,"whichever_int_det",0.581395348837209,0.120391357158928,-0.0408044295144389
"whosever","whosever","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.534837498535166,0.465162501464834,"pronoun",0.930325002929668,0.639080581187298,0.784211810027672,0.145131228840374,"whoever_s",0.0882352941176471,"whichever_int_det",0.571428571428571,0.125150676756986,-0.0526572507712616
"whosoever","whosoever","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.516770995991464,0.483229004008536,"pronoun",0.966458008017073,0.655803584715531,0.792571920442894,0.136768335727363,"whoever",0.129032258064516,"anybody",0.58974358974359,0.14048705784459,-0.165434113653969
"whosoever_s","whosoever_s","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.545026870288021,0.454973129711979,"pronoun",0.909946259423958,0.645702763817901,0.788691628000479,0.142988864182577,"whoever_s",0.0588235294117647,"whichever_int_det",0.581395348837209,0.120372687996665,-0.0407898400742543
"you_pron_sing","you_pron_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.580418490215747,0.419581509784253,"pronoun",0.839163019568507,0.574575371865116,0.80226928231657,0.227693910451454,"you_pron_plur",0.142857142857143,"you_det",0.625,0.331236055358569,-0.0286522048268215
"you_pron_plur","you_pron_plur","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.594015316445001,0.405984683554999,"pronoun",0.811969367109999,0.569857834219932,0.794193469278864,0.224335635058932,"you_pron_sing",0.142857142857143,"you_det",0.55,0.318771897625935,0.0643615695811261
"your_sing","your_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.581022008412395,0.418977991587605,"pronoun",0.83795598317521,0.633313361771045,0.815030231265753,0.181716869494707,"your_plur",0,"you_det",0.577777777777778,0.222312173215586,0.330596142933373
"yours_sing","yours_sing","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.611607392899675,0.388392607100325,"pronoun",0.77678521420065,0.531525085417409,0.777371082154093,0.245845996736684,"yours_plur",0.025,"these",0.574468085106383,0.316151259349766,0.0987709241640705
"your_plur","your_plur","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.581022008412395,0.418977991587605,"pronoun",0.83795598317521,0.633313361771045,0.815030231265753,0.181716869494707,"your_sing",0,"you_det",0.577777777777778,0.222312173215586,0.330596142933374
"yours_plur","yours_plur","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.609296975041322,0.390703024958678,"pronoun",0.781406049917356,0.528933146222165,0.767947257284162,0.239014111061996,"yours_sing",0.025,"these",0.583333333333333,0.302741278753452,0.0682307019116012
"yourself","yourself","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.603621619004448,0.396378380995552,"pronoun",0.792756761991104,0.578174291627073,0.824884103254869,0.246709811627796,"yourselves",0.117647058823529,"somebody",0.697674418604651,0.342252829296834,-0.205661555093594
"yourselves","yourselves","pronoun","pronoun","matrix_clean_seed","personal_epicene","retain","","clear_pronoun_anchor",0.607863307591454,0.392136692408546,"pronoun",0.784273384817092,0.568101872773093,0.813028258360726,0.244926385587633,"yourself",0.117647058823529,"those",0.666666666666667,0.333664484697962,-0.108747817849199
"today","today","pronoun","noun","user_instruction_temporal_items_are_nouns","temporal_noun_outside_system","exclude","Temporal noun; exclude from the pronoun/determinative inventory.","excluded_item",0.439038182889371,0.560961817110629,"determinative",0.878076365778742,0.708278336037127,0.776166195773195,0.0678878597360683,"itself",0.515151515151515,"something",0.638888888888889,0.113846916905923,-0.280436259692821
"tomorrow","tomorrow","pronoun","noun","user_instruction_temporal_items_are_nouns","temporal_noun_outside_system","exclude","Temporal noun; exclude from the pronoun/determinative inventory.","excluded_item",0.421880450003787,0.578119549996213,"determinative",0.843760900007574,0.717601463370148,0.758738915400092,0.0411374520299442,"itself",0.555555555555556,"something",0.631578947368421,0.0668373306680842,-0.24344998629478
"tonight","tonight","pronoun","noun","user_instruction_temporal_items_are_nouns","temporal_noun_outside_system","exclude","Temporal noun; exclude from the pronoun/determinative inventory.","excluded_item",0.439038182889371,0.560961817110629,"determinative",0.878076365778742,0.700592740064878,0.770185300418055,0.0695925603531763,"itself",0.5,"something",0.628571428571429,0.115878636237017,-0.284889531474772
"yesterday","yesterday","pronoun","noun","user_instruction_temporal_items_are_nouns","temporal_noun_outside_system","exclude","Temporal noun; exclude from the pronoun/determinative inventory.","excluded_item",0.421880450003787,0.578119549996213,"determinative",0.843760900007574,0.717601463370148,0.758738915400092,0.0411374520299442,"itself",0.555555555555556,"something",0.631578947368421,0.0666328365750023,-0.242530688457373
"there","there","pronoun","preposition","user_instruction_there_is_preposition_except_existential_and_tag_pronoun","preposition_outside_system","exclude","Seed row conflates existential/tag pronoun uses with the broader preposition use; exclude from the pronoun/determinative inventory until context-sensitive splitting is added.","excluded_item",0.400439142788364,0.599560857211636,"determinative",0.800878285576728,0.968049831132969,0.928219991723704,-0.0398298394092654,"one_pron",0.869565217391304,"last",0.75,-0.0947804067561979,0.0951105621095338
